PaymentID,SaleID,SupplierID,PaymentDate,Amount,PaymentType
PA0426,SA0426,SU002,2024-01-18,5710.78,Cash
PA0427,SA0427,SU002,2024-01-24,3542.29,Cash
PA0428,SA0428,SU010,2024-01-29,7448.139999999999,Bank Transfer
PA0429,SA0429,SU008,2024-02-03,13686.94,Mobile Payment
PA0430,SA0430,SU008,2024-01-29,17397.87,Cash
PA0431,SA0431,SU002,2024-01-10,290.47,Cash
PA0432,SA0432,SU003,2024-01-07,15666.2,Bank Transfer
PA0433,SA0433,SU006,2024-02-08,15625.26,Mobile Payment
PA0434,SA0434,SU010,2024-02-02,17346.030000000002,Cash
PA0435,SA0435,SU007,2024-01-13,8191.210000000001,Mobile Payment
PA0436,SA0436,SU006,2024-01-24,2955.04,Mobile Payment
PA0437,SA0437,SU009,2024-01-20,5065.2699999999995,Mobile Payment
PA0438,SA0438,SU003,2024-02-01,13554.53,Credit
PA0439,SA0439,SU010,2024-01-28,26667.52,Credit
PA0440,SA0440,SU006,2024-01-19,15251.61,Cash
PA0441,SA0441,SU003,2024-01-16,16761.239999999998,Cash
PA0442,SA0442,SU009,2024-01-20,10243.03,Bank Transfer
PA0443,SA0443,SU003,2024-02-04,17105.15,Cash
PA0444,SA0444,SU002,2024-01-30,5730.299999999999,Mobile Payment
PA0445,SA0445,SU010,2024-01-30,6372.429999999999,Credit
PA0446,SA0446,SU008,2024-01-16,1706.1399999999999,Cash
PA0447,SA0447,SU004,2024-01-17,12719.66,Credit
PA0448,SA0448,SU004,2024-01-21,19000.09,Credit
PA0449,SA0449,SU005,2024-01-15,20690.95,Bank Transfer
PA0450,SA0450,SU009,2024-01-30,10856.75,Cash
PA0451,SA0451,SU004,2024-01-31,382.09000000000003,Mobile Payment
PA0452,SA0452,SU010,2024-01-28,20765.73,Credit
PA0453,SA0453,SU005,2024-01-20,17990.39,Cash
PA0454,SA0454,SU006,2024-02-01,12106.68,Credit
PA0455,SA0455,SU006,2024-01-22,9031.3,Credit
PA0456,SA0456,SU009,2024-01-18,29266.35,Mobile Payment
PA0457,SA0457,SU009,2024-02-03,4315.71,Cash
PA0458,SA0458,SU010,2024-02-08,5116.0599999999995,Cash
PA0459,SA0459,SU002,2024-01-27,18083.97,Cash
PA0460,SA0460,SU002,2024-01-24,9462.859999999999,Mobile Payment
PA0461,SA0461,SU003,2024-02-02,5178.9400000000005,Cash
PA0462,SA0462,SU001,2024-01-11,14667.19,Cash
PA0463,SA0463,SU002,2024-01-31,19284.71,Cash
PA0464,SA0464,SU007,2024-01-16,17456.68,Bank Transfer
PA0465,SA0465,SU004,2024-01-19,576.0500000000001,Mobile Payment
PA0466,SA0466,SU006,2024-02-02,10784.61,Mobile Payment
PA0467,SA0467,SU005,2024-02-02,4114.5,Credit
PA0468,SA0468,SU005,2024-01-18,16150.12,Bank Transfer
PA0469,SA0469,SU004,2024-01-16,3519.3500000000004,Cash
PA0470,SA0470,SU009,2024-01-30,2555.4,Credit
PA0471,SA0471,SU010,2024-01-27,18305.670000000002,Credit
PA0472,SA0472,SU006,2024-01-26,34072.579999999994,Bank Transfer
PA0473,SA0473,SU007,2024-01-30,15256.45,Mobile Payment
PA0474,SA0474,SU008,2024-01-10,4159.89,Cash
PA0475,SA0475,SU008,2024-01-25,13999.800000000001,Credit
PA0476,SA0476,SU008,2024-01-28,18080.760000000002,Credit
PA0477,SA0477,SU007,2024-01-19,109.52999999999997,Cash
PA0478,SA0478,SU001,2024-01-20,6565.9,Bank Transfer
PA0479,SA0479,SU001,2024-01-10,6564.599999999999,Mobile Payment
PA0480,SA0480,SU010,2024-01-27,20627.89,Credit
PA0481,SA0481,SU004,2024-02-04,26377.68,Bank Transfer
PA0482,SA0482,SU001,2024-01-22,20012.79,Cash
PA0483,SA0483,SU001,2024-01-26,2921.89,Bank Transfer
PA0484,SA0484,SU009,2024-01-14,3639.4399999999996,Credit
PA0485,SA0485,SU003,2024-01-13,4472.25,Mobile Payment
PA0486,SA0486,SU001,2024-01-20,30418.969999999998,Cash
PA0487,SA0487,SU002,2024-01-13,8553.27,Bank Transfer
PA0488,SA0488,SU008,2024-02-05,29981.25,Mobile Payment
PA0489,SA0489,SU008,2024-01-31,3942.03,Credit
PA0490,SA0490,SU007,2024-01-17,6029.38,Cash
PA0491,SA0491,SU006,2024-01-19,2383.01,Cash
PA0492,SA0492,SU004,2024-02-05,9439.939999999999,Credit
PA0493,SA0493,SU001,2024-02-07,20820.269999999997,Bank Transfer
PA0494,SA0494,SU005,2024-02-06,13848.23,Bank Transfer
PA0495,SA0495,SU004,2024-01-09,6321.76,Cash
PA0496,SA0496,SU006,2024-01-24,14861.810000000001,Bank Transfer
PA0497,SA0497,SU008,2024-01-27,27180.79,Mobile Payment
PA0498,SA0498,SU010,2024-01-07,13264.96,Mobile Payment
PA0499,SA0499,SU007,2024-02-01,4583.61,Mobile Payment
PA0500,SA0500,SU005,2024-02-02,11176.83,Mobile Payment
PA0501,SA0501,SU005,2024-01-11,8703.75,Mobile Payment
PA0502,SA0502,SU006,2024-01-25,26200.539999999997,Bank Transfer
PA0503,SA0503,SU001,2024-01-25,8499.31,Credit
PA0504,SA0504,SU007,2024-02-04,29968.63,Bank Transfer
PA0505,SA0505,SU009,2024-01-08,2622.06,Bank Transfer
PA0506,SA0506,SU004,2024-01-19,4023.6299999999997,Mobile Payment
PA0507,SA0507,SU001,2024-01-21,33040.549999999996,Bank Transfer
PA0508,SA0508,SU002,2024-01-19,14613.22,Mobile Payment
PA0509,SA0509,SU007,2024-01-11,2368.36,Credit
PA0510,SA0510,SU009,2024-02-04,9607.31,Mobile Payment
PA0511,SA0511,SU002,2024-02-03,17329.87,Cash
PA0512,SA0512,SU004,2024-02-09,10454.77,Credit
PA0513,SA0513,SU005,2024-01-13,10434.01,Mobile Payment
PA0514,SA0514,SU005,2024-01-12,11315.94,Cash
PA0515,SA0515,SU002,2024-01-19,10791.039999999999,Bank Transfer
PA0516,SA0516,SU005,2024-02-05,19040.210000000003,Bank Transfer
PA0517,SA0517,SU007,2024-01-23,8802.14,Bank Transfer
PA0518,SA0518,SU006,2024-02-06,1891.9799999999998,Mobile Payment
PA0519,SA0519,SU004,2024-01-28,19131.75,Cash
PA0520,SA0520,SU003,2024-01-30,3846.41,Credit
PA0521,SA0521,SU010,2024-01-13,7525.26,Cash
PA0522,SA0522,SU007,2024-01-15,579.8000000000001,Credit
PA0523,SA0523,SU002,2024-01-30,3774.68,Mobile Payment
PA0524,SA0524,SU002,2024-01-09,12034.19,Mobile Payment
PA0525,SA0525,SU008,2024-01-28,3008.3300000000004,Bank Transfer
PA0526,SA0526,SU005,2024-01-27,7848.150000000001,Bank Transfer
PA0527,SA0527,SU005,2024-01-09,4741.900000000001,Cash
PA0528,SA0528,SU003,2024-02-06,9810.67,Bank Transfer
PA0529,SA0529,SU004,2024-02-05,3165.54,Credit
PA0530,SA0530,SU004,2024-02-03,10911.07,Bank Transfer
PA0531,SA0531,SU001,2024-01-21,2019.4900000000002,Bank Transfer
PA0532,SA0532,SU004,2024-01-17,14300.51,Mobile Payment
PA0533,SA0533,SU007,2024-01-18,8112.16,Cash
PA0534,SA0534,SU010,2024-01-31,23150.44,Credit
PA0535,SA0535,SU009,2024-01-24,18571.050000000003,Cash
PA0536,SA0536,SU004,2024-02-01,18749.059999999998,Credit
PA0537,SA0537,SU006,2024-02-03,10294.87,Bank Transfer
PA0538,SA0538,SU008,2024-01-19,23788.32,Mobile Payment
PA0539,SA0539,SU005,2024-02-03,19939.68,Credit
PA0540,SA0540,SU004,2024-01-19,10846.890000000001,Credit
PA0541,SA0541,SU005,2024-02-02,21259.269999999997,Bank Transfer
PA0542,SA0542,SU003,2024-02-03,11253.99,Bank Transfer
PA0543,SA0543,SU008,2024-02-01,6322.66,Credit
PA0544,SA0544,SU001,2024-01-31,23988.86,Bank Transfer
PA0545,SA0545,SU005,2024-02-02,22340.420000000002,Cash
PA0546,SA0546,SU007,2024-01-31,3621.82,Cash
PA0547,SA0547,SU007,2024-01-19,7356.39,Bank Transfer
PA0548,SA0548,SU001,2024-01-20,8896.93,Credit
PA0549,SA0549,SU001,2024-01-20,21168.09,Credit
PA0550,SA0550,SU008,2024-01-24,3114.55,Mobile Payment
PA0551,SA0551,SU008,2024-01-16,18748.21,Bank Transfer
PA0552,SA0552,SU005,2024-01-29,20993.75,Credit
PA0553,SA0553,SU007,2024-02-09,25495.18,Cash
PA0554,SA0554,SU001,2024-01-13,24632.83,Cash
PA0555,SA0555,SU005,2024-01-26,27379.55,Cash
PA0556,SA0556,SU006,2024-01-11,23409.84,Bank Transfer
PA0557,SA0557,SU002,2024-01-30,9313.119999999999,Bank Transfer
PA0558,SA0558,SU006,2024-01-29,15837.82,Cash
PA0559,SA0559,SU006,2024-02-01,6170.450000000001,Mobile Payment
PA0560,SA0560,SU003,2024-02-05,22273.61,Bank Transfer
PA0561,SA0561,SU002,2024-02-04,23362.12,Credit
PA0562,SA0562,SU009,2024-01-28,7434.41,Mobile Payment
PA0563,SA0563,SU008,2024-01-29,10875.09,Credit
PA0564,SA0564,SU009,2024-01-25,5587.629999999999,Credit
PA0565,SA0565,SU002,2024-02-01,5032.929999999999,Cash
PA0566,SA0566,SU002,2024-01-29,7545.84,Mobile Payment
PA0567,SA0567,SU009,2024-01-18,2306.5,Bank Transfer
PA0568,SA0568,SU008,2024-01-15,18139.19,Mobile Payment
PA0569,SA0569,SU009,2024-01-20,1195.76,Credit
PA0570,SA0570,SU002,2024-01-13,3716.16,Cash
PA0571,SA0571,SU005,2024-01-10,15815.59,Bank Transfer
PA0572,SA0572,SU007,2024-01-09,7109.4,Mobile Payment
PA0573,SA0573,SU003,2024-01-14,9813.43,Credit
PA0574,SA0574,SU008,2024-02-07,25068.21,Bank Transfer
PA0575,SA0575,SU004,2024-01-21,3905.15,Cash
PA0576,SA0576,SU010,2024-01-15,2421.19,Mobile Payment
PA0577,SA0577,SU006,2024-02-05,2454.04,Mobile Payment
PA0578,SA0578,SU002,2024-02-05,24572.37,Credit
PA0579,SA0579,SU008,2024-01-30,6408.150000000001,Cash
PA0580,SA0580,SU006,2024-01-24,9181.57,Cash
PA0581,SA0581,SU008,2024-01-12,30278.38,Bank Transfer
PA0582,SA0582,SU009,2024-02-06,9763.0,Mobile Payment
PA0583,SA0583,SU003,2024-02-07,12991.08,Mobile Payment
PA0584,SA0584,SU001,2024-01-10,26923.149999999998,Bank Transfer
PA0585,SA0585,SU006,2024-02-06,25198.78,Cash
PA0586,SA0586,SU010,2024-01-25,14629.41,Credit
PA0587,SA0587,SU006,2024-02-01,840.38,Cash
PA0588,SA0588,SU005,2024-01-17,4830.68,Cash
PA0589,SA0589,SU009,2024-01-18,6667.11,Cash
PA0590,SA0590,SU006,2024-01-30,4351.67,Bank Transfer
PA0591,SA0591,SU003,2024-02-02,21784.620000000003,Bank Transfer
PA0592,SA0592,SU005,2024-01-28,17814.579999999998,Credit
PA0593,SA0593,SU010,2024-01-30,1851.31,Credit
PA0594,SA0594,SU007,2024-02-08,3070.3199999999997,Cash
PA0595,SA0595,SU007,2024-02-04,8052.639999999999,Bank Transfer
PA0596,SA0596,SU003,2024-02-12,14628.68,Mobile Payment
PA0597,SA0597,SU007,2024-02-04,3732.9500000000003,Cash
PA0598,SA0598,SU003,2024-01-27,18876.83,Cash
PA0599,SA0599,SU007,2024-01-15,9124.67,Credit
PA0600,SA0600,SU001,2024-01-27,9360.9,Cash
PA0601,SA0601,SU005,2024-01-28,13653.0,Mobile Payment
PA0602,SA0602,SU008,2024-02-06,3083.15,Cash
PA0603,SA0603,SU004,2024-01-28,11774.05,Credit
PA0604,SA0604,SU001,2024-02-09,8683.79,Cash
PA0605,SA0605,SU009,2024-01-21,4035.53,Mobile Payment
PA0606,SA0606,SU002,2024-02-12,24509.1,Credit
PA0607,SA0607,SU007,2024-01-29,10449.83,Bank Transfer
PA0608,SA0608,SU008,2024-01-28,4330.9800000000005,Credit
PA0609,SA0609,SU006,2024-01-09,23336.579999999998,Mobile Payment
PA0610,SA0610,SU007,2024-01-15,26080.64,Cash
PA0611,SA0611,SU008,2024-01-22,7396.6,Credit
PA0612,SA0612,SU010,2024-02-05,354.4,Credit
PA0613,SA0613,SU004,2024-01-19,28073.65,Credit
PA0614,SA0614,SU002,2024-01-16,20463.68,Credit
PA0615,SA0615,SU007,2024-01-18,7467.4400000000005,Mobile Payment
PA0616,SA0616,SU007,2024-01-23,12267.49,Credit
PA0617,SA0617,SU001,2024-02-02,24150.16,Cash
PA0618,SA0618,SU002,2024-01-30,16601.870000000003,Mobile Payment
PA0619,SA0619,SU003,2024-01-31,19648.98,Mobile Payment
PA0620,SA0620,SU010,2024-01-15,15559.96,Bank Transfer
PA0621,SA0621,SU002,2024-01-22,9194.0,Cash
PA0622,SA0622,SU007,2024-01-11,19352.77,Cash
PA0623,SA0623,SU009,2024-01-31,1403.34,Credit
PA0624,SA0624,SU008,2024-01-19,16771.670000000002,Credit
PA0625,SA0625,SU002,2024-01-28,26684.96,Bank Transfer
PA0626,SA0626,SU006,2024-01-26,542.31,Credit
PA0627,SA0627,SU005,2024-02-05,8770.98,Credit
PA0628,SA0628,SU009,2024-02-09,15806.06,Cash
PA0629,SA0629,SU003,2024-01-09,24701.219999999998,Bank Transfer
PA0630,SA0630,SU008,2024-01-29,4040.61,Credit
PA0631,SA0631,SU004,2024-01-14,15025.55,Mobile Payment
PA0632,SA0632,SU006,2024-01-11,12792.31,Cash
PA0633,SA0633,SU009,2024-01-31,12595.57,Mobile Payment
PA0634,SA0634,SU006,2024-01-15,9934.75,Cash
PA0635,SA0635,SU003,2024-01-21,9625.880000000001,Bank Transfer
PA0636,SA0636,SU009,2024-01-20,24291.91,Cash
PA0637,SA0637,SU008,2024-01-31,12152.710000000001,Cash
PA0638,SA0638,SU004,2024-02-01,15033.18,Credit
PA0639,SA0639,SU001,2024-01-15,8929.18,Bank Transfer
PA0640,SA0640,SU001,2024-02-03,4984.549999999999,Cash
PA0641,SA0641,SU004,2024-01-07,1325.78,Cash
PA0642,SA0642,SU002,2024-01-13,6828.49,Mobile Payment
PA0643,SA0643,SU009,2024-01-28,7594.88,Bank Transfer
PA0644,SA0644,SU009,2024-01-22,1329.69,Cash
PA0645,SA0645,SU007,2024-02-10,17972.39,Cash
PA0646,SA0646,SU010,2024-01-13,13635.12,Cash
PA0647,SA0647,SU002,2024-02-04,13160.58,Cash
PA0648,SA0648,SU004,2024-01-14,19807.31,Mobile Payment
PA0649,SA0649,SU002,2024-01-10,6187.5,Mobile Payment
PA0650,SA0650,SU010,2024-01-07,1669.3200000000002,Mobile Payment
PA0651,SA0651,SU009,2024-01-25,29125.84,Bank Transfer
PA0652,SA0652,SU008,2024-02-01,13018.390000000001,Mobile Payment
PA0653,SA0653,SU005,2024-01-22,1719.52,Mobile Payment
PA0654,SA0654,SU006,2024-01-11,14690.88,Cash
PA0655,SA0655,SU009,2024-02-07,11390.92,Credit
PA0656,SA0656,SU001,2024-01-30,14574.630000000001,Cash
PA0657,SA0657,SU002,2024-01-12,8858.42,Bank Transfer
PA0658,SA0658,SU003,2024-01-31,12026.16,Credit
PA0659,SA0659,SU004,2024-02-11,3258.3300000000004,Credit
PA0660,SA0660,SU005,2024-02-01,2251.62,Credit
PA0661,SA0661,SU010,2024-01-14,15288.4,Credit
PA0662,SA0662,SU001,2024-02-03,25806.72,Bank Transfer
PA0663,SA0663,SU002,2024-01-22,7168.67,Mobile Payment
PA0664,SA0664,SU002,2024-01-06,22289.6,Mobile Payment
PA0665,SA0665,SU005,2024-01-19,13473.73,Credit
PA0666,SA0666,SU009,2024-01-20,6221.0199999999995,Credit
PA0667,SA0667,SU001,2024-01-24,18680.69,Bank Transfer
PA0668,SA0668,SU005,2024-01-12,5076.080000000001,Cash
PA0669,SA0669,SU008,2024-01-19,12600.65,Credit
PA0670,SA0670,SU010,2024-02-10,1028.05,Bank Transfer
PA0671,SA0671,SU007,2024-02-08,789.0500000000001,Credit
PA0672,SA0672,SU006,2024-01-31,13125.34,Credit
PA0673,SA0673,SU001,2024-02-06,3989.79,Cash
PA0674,SA0674,SU001,2024-01-26,14210.380000000001,Credit
PA0675,SA0675,SU004,2024-01-22,16837.28,Bank Transfer
PA0676,SA0676,SU009,2024-02-02,20373.83,Bank Transfer
PA0677,SA0677,SU004,2024-01-22,6598.07,Cash
PA0678,SA0678,SU004,2024-01-18,9649.05,Bank Transfer
PA0679,SA0679,SU010,2024-01-14,4764.99,Cash
PA0680,SA0680,SU010,2024-01-22,9114.380000000001,Credit
PA0681,SA0681,SU002,2024-01-13,1468.33,Cash
PA0682,SA0682,SU004,2024-01-12,20703.92,Mobile Payment
PA0683,SA0683,SU010,2024-01-24,1775.17,Credit
PA0684,SA0684,SU010,2024-01-22,720.02,Cash
PA0685,SA0685,SU005,2024-02-02,9929.26,Cash
PA0686,SA0686,SU003,2024-02-04,1097.77,Credit
PA0687,SA0687,SU003,2024-01-31,8043.679999999999,Bank Transfer
PA0688,SA0688,SU003,2024-01-21,23739.5,Cash
PA0689,SA0689,SU006,2024-01-12,8073.389999999999,Cash
PA0690,SA0690,SU006,2024-01-12,6304.03,Bank Transfer
PA0691,SA0691,SU006,2024-01-13,10024.08,Bank Transfer
PA0692,SA0692,SU001,2024-02-01,12498.8,Mobile Payment
PA0693,SA0693,SU008,2024-01-08,3546.81,Cash
PA0694,SA0694,SU008,2024-01-11,7815.39,Cash
PA0695,SA0695,SU006,2024-01-27,10036.54,Cash
PA0696,SA0696,SU004,2024-01-27,19900.850000000002,Credit
PA0697,SA0697,SU006,2024-02-02,10491.039999999999,Bank Transfer
PA0698,SA0698,SU001,2024-01-11,10899.23,Mobile Payment
PA0699,SA0699,SU004,2024-01-12,11371.29,Credit
PA0700,SA0700,SU002,2024-01-14,1673.1,Bank Transfer
PA0701,SA0701,SU007,2024-01-07,1675.78,Mobile Payment
PA0702,SA0702,SU010,2024-01-09,8697.83,Cash
PA0703,SA0703,SU003,2024-01-28,10799.839999999998,Cash
PA0704,SA0704,SU007,2024-02-05,8463.63,Cash
PA0705,SA0705,SU007,2024-01-24,12800.199999999999,Mobile Payment
PA0706,SA0706,SU010,2024-01-27,19720.440000000002,Bank Transfer
PA0707,SA0707,SU002,2024-01-10,22294.920000000002,Mobile Payment
PA0708,SA0708,SU005,2024-01-22,467.27,Bank Transfer
PA0709,SA0709,SU010,2024-01-29,13621.65,Credit
PA0710,SA0710,SU003,2024-02-03,30954.379999999997,Cash
PA0711,SA0711,SU002,2024-02-04,13873.0,Cash
PA0712,SA0712,SU007,2024-01-05,10360.279999999999,Credit
PA0713,SA0713,SU010,2024-01-18,25496.6,Bank Transfer
PA0714,SA0714,SU008,2024-01-06,7215.75,Mobile Payment
PA0715,SA0715,SU002,2024-01-19,25782.260000000002,Credit
PA0716,SA0716,SU010,2024-01-11,16356.63,Credit
PA0717,SA0717,SU004,2024-01-25,17883.35,Bank Transfer
PA0718,SA0718,SU006,2024-01-25,5018.33,Cash
PA0719,SA0719,SU004,2024-02-07,7376.54,Mobile Payment
PA0720,SA0720,SU008,2024-01-28,25209.34,Cash
PA0721,SA0721,SU003,2024-01-26,5880.38,Mobile Payment
PA0722,SA0722,SU002,2024-02-05,11227.630000000001,Bank Transfer
PA0723,SA0723,SU009,2024-01-28,8004.95,Credit
PA0724,SA0724,SU006,2024-01-12,17984.1,Cash
PA0725,SA0725,SU001,2024-01-13,26222.800000000003,Cash
PA0726,SA0726,SU005,2024-01-19,14085.25,Cash
PA0727,SA0727,SU005,2024-01-28,14767.640000000001,Mobile Payment
PA0728,SA0728,SU006,2024-01-18,28224.03,Bank Transfer
PA0729,SA0729,SU003,2024-01-06,21152.13,Credit
PA0730,SA0730,SU004,2024-02-08,15426.460000000001,Mobile Payment
PA0731,SA0731,SU009,2024-02-09,9480.17,Cash
PA0732,SA0732,SU006,2024-01-07,8949.13,Cash
PA0733,SA0733,SU009,2024-02-02,22003.670000000002,Cash
PA0734,SA0734,SU002,2024-01-08,5147.160000000001,Credit
PA0735,SA0735,SU006,2024-01-29,13732.03,Mobile Payment
PA0736,SA0736,SU005,2024-01-26,16339.44,Credit
PA0737,SA0737,SU006,2024-02-05,14986.609999999999,Bank Transfer
PA0738,SA0738,SU001,2024-01-11,3898.68,Credit
PA0739,SA0739,SU002,2024-01-22,14828.93,Credit
PA0740,SA0740,SU004,2024-02-02,3190.57,Mobile Payment
PA0741,SA0741,SU002,2024-02-04,8569.05,Mobile Payment
PA0742,SA0742,SU004,2024-01-24,21010.85,Mobile Payment
PA0743,SA0743,SU005,2024-02-04,18954.28,Mobile Payment
PA0744,SA0744,SU001,2024-01-05,16453.260000000002,Bank Transfer
PA0745,SA0745,SU004,2024-01-13,21925.86,Cash
PA0746,SA0746,SU010,2024-01-22,5512.88,Cash
PA0747,SA0747,SU009,2024-01-23,3722.43,Credit
PA0748,SA0748,SU004,2024-01-31,14311.39,Mobile Payment
PA0749,SA0749,SU007,2024-01-16,19109.63,Cash
PA0750,SA0750,SU005,2024-01-18,13583.160000000002,Mobile Payment
PA0751,SA0751,SU005,2024-01-22,22619.52,Cash
PA0752,SA0752,SU010,2024-01-28,10165.46,Mobile Payment
PA0753,SA0753,SU008,2024-01-18,762.51,Credit
PA0754,SA0754,SU007,2024-02-04,952.4300000000001,Mobile Payment
PA0755,SA0755,SU004,2024-01-10,30494.96,Mobile Payment
PA0756,SA0756,SU002,2024-02-03,7646.19,Mobile Payment
PA0757,SA0757,SU002,2024-01-30,30902.29,Mobile Payment
PA0758,SA0758,SU004,2024-01-18,1040.98,Bank Transfer
PA0759,SA0759,SU002,2024-01-23,4167.320000000001,Bank Transfer
PA0760,SA0760,SU007,2024-01-31,26269.420000000002,Bank Transfer
PA0761,SA0761,SU002,2024-02-05,15669.81,Cash
PA0762,SA0762,SU007,2024-01-11,8299.859999999999,Mobile Payment
PA0763,SA0763,SU003,2024-02-02,7374.55,Credit
PA0764,SA0764,SU005,2024-01-28,31102.399999999998,Cash
PA0765,SA0765,SU009,2024-02-11,10258.199999999999,Mobile Payment
PA0766,SA0766,SU002,2024-01-30,13692.94,Bank Transfer
PA0767,SA0767,SU001,2024-01-16,7924.82,Mobile Payment
PA0768,SA0768,SU004,2024-01-15,8374.08,Bank Transfer
PA0769,SA0769,SU006,2024-01-21,2065.0,Bank Transfer
PA0770,SA0770,SU009,2024-02-03,3751.07,Mobile Payment
PA0771,SA0771,SU005,2024-01-29,2391.3100000000004,Cash
PA0772,SA0772,SU004,2024-01-28,20816.29,Bank Transfer
PA0773,SA0773,SU007,2024-01-20,21355.440000000002,Credit
PA0774,SA0774,SU010,2024-02-03,22017.62,Cash
PA0775,SA0775,SU009,2024-01-18,25762.3,Cash
PA0776,SA0776,SU009,2024-02-02,23480.05,Credit
PA0777,SA0777,SU005,2024-01-30,613.19,Mobile Payment
PA0778,SA0778,SU003,2024-01-07,766.02,Credit
PA0779,SA0779,SU010,2024-01-21,1118.15,Cash
PA0780,SA0780,SU008,2024-02-06,17074.49,Credit
PA0781,SA0781,SU001,2024-01-28,17539.109999999997,Credit
PA0782,SA0782,SU010,2024-01-15,7703.17,Bank Transfer
PA0783,SA0783,SU008,2024-01-16,7070.33,Credit
PA0784,SA0784,SU004,2024-01-16,1792.8300000000002,Bank Transfer
PA0785,SA0785,SU004,2024-01-30,6402.96,Cash
PA0786,SA0786,SU008,2024-01-10,8563.43,Mobile Payment
PA0787,SA0787,SU005,2024-01-14,9366.900000000001,Mobile Payment
PA0788,SA0788,SU006,2024-01-29,3020.01,Mobile Payment
PA0789,SA0789,SU006,2024-01-09,23810.22,Mobile Payment
PA0790,SA0790,SU009,2024-02-01,4554.74,Mobile Payment
PA0791,SA0791,SU008,2024-01-10,7703.540000000001,Cash
PA0792,SA0792,SU001,2024-01-16,1560.3000000000002,Mobile Payment
PA0793,SA0793,SU005,2024-01-21,4534.62,Cash
PA0794,SA0794,SU008,2024-02-06,9326.4,Mobile Payment
PA0795,SA0795,SU002,2024-01-28,16634.09,Bank Transfer
PA0796,SA0796,SU008,2024-01-26,9101.93,Cash
PA0797,SA0797,SU002,2024-01-11,25599.72,Bank Transfer
PA0798,SA0798,SU005,2024-02-04,23235.18,Mobile Payment
PA0799,SA0799,SU003,2024-01-29,25551.149999999998,Cash
PA0800,SA0800,SU004,2024-02-03,9451.289999999999,Cash
PA0801,SA0801,SU009,2024-01-15,5334.65,Cash
PA0802,SA0802,SU001,2024-02-01,31032.460000000003,Bank Transfer
PA0803,SA0803,SU010,2024-01-22,2078.48,Credit
PA0804,SA0804,SU008,2024-01-23,11849.230000000001,Cash
PA0805,SA0805,SU002,2024-01-08,4042.4699999999993,Mobile Payment
PA0806,SA0806,SU006,2024-02-08,13113.27,Mobile Payment
PA0807,SA0807,SU004,2024-01-20,866.99,Cash
PA0808,SA0808,SU004,2024-02-01,11691.14,Mobile Payment
PA0809,SA0809,SU002,2024-01-18,33661.69,Mobile Payment
PA0810,SA0810,SU004,2024-02-04,13647.97,Credit
PA0811,SA0811,SU004,2024-01-12,20389.49,Credit
PA0812,SA0812,SU009,2024-01-28,26336.489999999998,Bank Transfer
PA0813,SA0813,SU004,2024-01-16,12178.49,Credit
PA0814,SA0814,SU005,2024-01-19,24077.72,Credit
PA0815,SA0815,SU001,2024-01-21,19934.9,Bank Transfer
PA0816,SA0816,SU010,2024-01-27,24151.33,Bank Transfer
PA0817,SA0817,SU007,2024-01-21,16984.1,Credit
PA0818,SA0818,SU008,2024-01-29,8565.960000000001,Credit
PA0819,SA0819,SU009,2024-01-17,10397.27,Credit
PA0820,SA0820,SU002,2024-01-23,7102.75,Cash
PA0821,SA0821,SU009,2024-01-22,7627.83,Bank Transfer
PA0822,SA0822,SU005,2024-01-18,16738.85,Cash
PA0823,SA0823,SU002,2024-01-29,10318.539999999999,Credit
PA0824,SA0824,SU005,2024-01-23,5905.93,Cash
PA0825,SA0825,SU008,2024-01-24,5354.929999999999,Credit
PA0826,SA0826,SU010,2024-02-08,19430.73,Mobile Payment
PA0827,SA0827,SU002,2024-01-09,4566.7699999999995,Cash
PA0828,SA0828,SU008,2024-01-15,8275.63,Mobile Payment
PA0829,SA0829,SU010,2024-02-03,6079.22,Cash
PA0830,SA0830,SU009,2024-01-28,9639.94,Credit
PA0831,SA0831,SU005,2024-01-24,5645.3,Bank Transfer
PA0832,SA0832,SU006,2024-01-20,11333.730000000001,Cash
PA0833,SA0833,SU001,2024-01-18,12817.01,Bank Transfer
PA0834,SA0834,SU010,2024-01-08,7445.98,Bank Transfer
PA0835,SA0835,SU004,2024-01-11,26954.77,Credit
PA0836,SA0836,SU005,2024-01-14,9675.51,Cash
PA0837,SA0837,SU003,2024-01-28,9139.16,Mobile Payment
PA0838,SA0838,SU010,2024-01-15,7256.88,Cash
PA0839,SA0839,SU007,2024-01-27,5713.030000000001,Bank Transfer
PA0840,SA0840,SU010,2024-01-22,21050.52,Credit
PA0841,SA0841,SU007,2024-01-15,14456.28,Cash
PA0842,SA0842,SU001,2024-01-31,7811.99,Bank Transfer
PA0843,SA0843,SU005,2024-01-06,14372.669999999998,Credit
PA0844,SA0844,SU007,2024-01-12,6578.91,Bank Transfer
PA0845,SA0845,SU010,2024-01-12,15753.57,Mobile Payment
PA0846,SA0846,SU007,2024-01-26,11201.66,Credit
PA0847,SA0847,SU001,2024-02-04,15537.630000000001,Credit
PA0848,SA0848,SU005,2024-01-31,5702.12,Credit
PA0849,SA0849,SU003,2024-01-13,32529.91,Bank Transfer
PA0850,SA0850,SU003,2024-02-04,8218.84,Cash
PA0851,SA0851,SU001,2024-01-10,21212.61,Bank Transfer
PA0852,SA0852,SU009,2024-01-19,12762.33,Cash
