SaleID,OrderID,SaleDate,TotalPrice,Discount,FinalPrice
SA0440,OR0440,2024-01-15,15269.94,18.33,15251.61
SA0441,OR0441,2024-01-11,16877.3,116.06,16761.239999999998
SA0442,OR0442,2024-01-13,10259.92,16.89,10243.03
SA0443,OR0443,2024-01-29,17269.22,164.07,17105.15
SA0444,OR0444,2024-01-23,5868.19,137.89,5730.299999999999
SA0445,OR0445,2024-01-29,6434.23,61.8,6372.429999999999
SA0446,OR0446,2024-01-15,1845.12,138.98,1706.1399999999999
SA0447,OR0447,2024-01-15,12810.74,91.08,12719.66
SA0448,OR0448,2024-01-13,19103.27,103.18,19000.09
SA0449,OR0449,2024-01-11,20800.81,109.86,20690.95
SA0450,OR0450,2024-01-28,10957.83,101.08,10856.75
SA0451,OR0451,2024-01-30,475.41,93.32,382.09000000000003
SA0452,OR0452,2024-01-22,20958.46,192.73,20765.73
SA0453,OR0453,2024-01-11,18187.43,197.04,17990.39
SA0454,OR0454,2024-01-27,12262.12,155.44,12106.68
SA0455,OR0455,2024-01-16,9095.96,64.66,9031.3
SA0456,OR0456,2024-01-11,29395.73,129.38,29266.35
SA0457,OR0457,2024-01-31,4454.68,138.97,4315.71
SA0458,OR0458,2024-02-01,5138.95,22.89,5116.0599999999995
SA0459,OR0459,2024-01-19,18140.82,56.85,18083.97
SA0460,OR0460,2024-01-15,9514.38,51.52,9462.859999999999
SA0461,OR0461,2024-01-26,5187.55,8.61,5178.9400000000005
SA0462,OR0462,2024-01-07,14841.57,174.38,14667.19
SA0463,OR0463,2024-01-30,19337.71,53.0,19284.71
SA0464,OR0464,2024-01-13,17609.13,152.45,17456.68
SA0465,OR0465,2024-01-14,631.45,55.4,576.0500000000001
SA0466,OR0466,2024-01-26,10897.37,112.76,10784.61
SA0467,OR0467,2024-01-29,4240.51,126.01,4114.5
SA0468,OR0468,2024-01-16,16252.87,102.75,16150.12
SA0469,OR0469,2024-01-10,3615.82,96.47,3519.3500000000004
SA0470,OR0470,2024-01-28,2633.13,77.73,2555.4
SA0471,OR0471,2024-01-25,18461.15,155.48,18305.670000000002
SA0472,OR0472,2024-01-23,34176.52,103.94,34072.579999999994
SA0473,OR0473,2024-01-27,15445.2,188.75,15256.45
SA0474,OR0474,2024-01-07,4192.47,32.58,4159.89
SA0475,OR0475,2024-01-16,14108.79,108.99,13999.800000000001
SA0476,OR0476,2024-01-22,18142.36,61.6,18080.760000000002
SA0477,OR0477,2024-01-14,280.46,170.93,109.52999999999997
SA0478,OR0478,2024-01-17,6616.15,50.25,6565.9
SA0479,OR0479,2024-01-04,6578.61,14.01,6564.599999999999
SA0480,OR0480,2024-01-23,20648.66,20.77,20627.89
SA0481,OR0481,2024-01-27,26399.64,21.96,26377.68
SA0482,OR0482,2024-01-18,20166.99,154.2,20012.79
SA0483,OR0483,2024-01-25,2962.72,40.83,2921.89
SA0484,OR0484,2024-01-07,3671.95,32.51,3639.4399999999996
SA0485,OR0485,2024-01-07,4592.14,119.89,4472.25
SA0486,OR0486,2024-01-15,30478.96,59.99,30418.969999999998
SA0487,OR0487,2024-01-07,8646.61,93.34,8553.27
SA0488,OR0488,2024-01-31,30103.49,122.24,29981.25
SA0489,OR0489,2024-01-24,4135.34,193.31,3942.03
SA0490,OR0490,2024-01-10,6075.33,45.95,6029.38
SA0491,OR0491,2024-01-15,2497.84,114.83,2383.01
SA0492,OR0492,2024-01-28,9523.06,83.12,9439.939999999999
SA0493,OR0493,2024-02-03,20831.01,10.74,20820.269999999997
SA0494,OR0494,2024-02-02,13924.56,76.33,13848.23
SA0495,OR0495,2024-01-03,6415.22,93.46,6321.76
SA0496,OR0496,2024-01-18,14906.69,44.88,14861.810000000001
SA0497,OR0497,2024-01-26,27339.07,158.28,27180.79
SA0498,OR0498,2024-01-04,13332.75,67.79,13264.96
SA0499,OR0499,2024-01-24,4766.74,183.13,4583.61
SA0500,OR0500,2024-01-24,11280.42,103.59,11176.83
SA0501,OR0501,2024-01-08,8772.56,68.81,8703.75
SA0502,OR0502,2024-01-18,26350.28,149.74,26200.539999999997
SA0503,OR0503,2024-01-17,8524.33,25.02,8499.31
SA0504,OR0504,2024-02-01,30039.07,70.44,29968.63
SA0505,OR0505,2024-01-05,2821.58,199.52,2622.06
SA0506,OR0506,2024-01-18,4112.03,88.4,4023.6299999999997
SA0507,OR0507,2024-01-20,33192.95,152.4,33040.549999999996
SA0508,OR0508,2024-01-13,14790.64,177.42,14613.22
SA0509,OR0509,2024-01-02,2413.94,45.58,2368.36
SA0510,OR0510,2024-02-03,9649.05,41.74,9607.31
SA0511,OR0511,2024-02-02,17448.45,118.58,17329.87
SA0512,OR0512,2024-02-03,10527.45,72.68,10454.77
SA0513,OR0513,2024-01-05,10608.82,174.81,10434.01
SA0514,OR0514,2024-01-09,11510.59,194.65,11315.94
SA0515,OR0515,2024-01-16,10838.05,47.01,10791.039999999999
SA0516,OR0516,2024-01-29,19226.08,185.87,19040.210000000003
SA0517,OR0517,2024-01-19,8847.08,44.94,8802.14
SA0518,OR0518,2024-01-28,2050.18,158.2,1891.9799999999998
SA0519,OR0519,2024-01-21,19298.83,167.08,19131.75
SA0520,OR0520,2024-01-29,3863.83,17.42,3846.41
SA0521,OR0521,2024-01-07,7682.93,157.67,7525.26
SA0522,OR0522,2024-01-09,594.22,14.42,579.8000000000001
SA0523,OR0523,2024-01-23,3917.64,142.96,3774.68
SA0524,OR0524,2024-01-05,12212.9,178.71,12034.19
SA0525,OR0525,2024-01-19,3107.28,98.95,3008.3300000000004
SA0526,OR0526,2024-01-22,7960.34,112.19,7848.150000000001
SA0527,OR0527,2024-01-07,4887.05,145.15,4741.900000000001
SA0528,OR0528,2024-01-29,9843.22,32.55,9810.67
SA0529,OR0529,2024-01-31,3185.71,20.17,3165.54
SA0530,OR0530,2024-01-28,10932.26,21.19,10911.07
SA0531,OR0531,2024-01-16,2159.07,139.58,2019.4900000000002
SA0532,OR0532,2024-01-15,14366.03,65.52,14300.51
SA0533,OR0533,2024-01-13,8298.09,185.93,8112.16
SA0534,OR0534,2024-01-27,23239.05,88.61,23150.44
SA0535,OR0535,2024-01-16,18639.65,68.6,18571.050000000003
SA0536,OR0536,2024-01-23,18887.19,138.13,18749.059999999998
SA0537,OR0537,2024-01-25,10405.27,110.4,10294.87
SA0538,OR0538,2024-01-12,23811.75,23.43,23788.32
SA0539,OR0539,2024-02-02,20054.47,114.79,19939.68
SA0540,OR0540,2024-01-15,10886.85,39.96,10846.890000000001
SA0541,OR0541,2024-01-28,21327.42,68.15,21259.269999999997
SA0542,OR0542,2024-01-28,11346.15,92.16,11253.99
SA0543,OR0543,2024-01-24,6510.61,187.95,6322.66
SA0544,OR0544,2024-01-28,24143.0,154.14,23988.86
SA0545,OR0545,2024-01-25,22368.22,27.8,22340.420000000002
SA0546,OR0546,2024-01-22,3747.63,125.81,3621.82
SA0547,OR0547,2024-01-13,7383.43,27.04,7356.39
SA0548,OR0548,2024-01-17,9056.33,159.4,8896.93
SA0549,OR0549,2024-01-11,21211.79,43.7,21168.09
SA0550,OR0550,2024-01-16,3119.34,4.79,3114.55
SA0551,OR0551,2024-01-13,18892.14,143.93,18748.21
SA0552,OR0552,2024-01-22,21182.29,188.54,20993.75
SA0553,OR0553,2024-02-01,25589.13,93.95,25495.18
SA0554,OR0554,2024-01-11,24831.45,198.62,24632.83
SA0555,OR0555,2024-01-25,27527.96,148.41,27379.55
SA0556,OR0556,2024-01-05,23416.93,7.09,23409.84
SA0557,OR0557,2024-01-21,9380.8,67.68,9313.119999999999
SA0558,OR0558,2024-01-26,15967.08,129.26,15837.82
SA0559,OR0559,2024-01-26,6366.27,195.82,6170.450000000001
SA0560,OR0560,2024-01-30,22365.37,91.76,22273.61
SA0561,OR0561,2024-01-31,23374.14,12.02,23362.12
SA0562,OR0562,2024-01-25,7492.97,58.56,7434.41
SA0563,OR0563,2024-01-20,11072.78,197.69,10875.09
SA0564,OR0564,2024-01-24,5637.48,49.85,5587.629999999999
SA0565,OR0565,2024-01-23,5066.23,33.3,5032.929999999999
SA0566,OR0566,2024-01-22,7705.35,159.51,7545.84
SA0567,OR0567,2024-01-12,2418.5,112.0,2306.5
SA0568,OR0568,2024-01-08,18231.35,92.16,18139.19
SA0569,OR0569,2024-01-16,1293.33,97.57,1195.76
SA0570,OR0570,2024-01-11,3905.41,189.25,3716.16
SA0571,OR0571,2024-01-07,15870.43,54.84,15815.59
SA0572,OR0572,2024-01-04,7169.42,60.02,7109.4
SA0573,OR0573,2024-01-13,9927.4,113.97,9813.43
SA0574,OR0574,2024-01-30,25180.68,112.47,25068.21
SA0575,OR0575,2024-01-14,3918.52,13.37,3905.15
SA0576,OR0576,2024-01-08,2443.36,22.17,2421.19
SA0577,OR0577,2024-02-01,2521.59,67.55,2454.04
SA0578,OR0578,2024-01-30,24731.52,159.15,24572.37
SA0579,OR0579,2024-01-24,6473.38,65.23,6408.150000000001
SA0580,OR0580,2024-01-18,9257.64,76.07,9181.57
SA0581,OR0581,2024-01-11,30459.27,180.89,30278.38
SA0582,OR0582,2024-01-29,9930.55,167.55,9763.0
SA0583,OR0583,2024-02-02,13011.43,20.35,12991.08
SA0584,OR0584,2024-01-08,27027.53,104.38,26923.149999999998
SA0585,OR0585,2024-01-30,25266.98,68.2,25198.78
SA0586,OR0586,2024-01-20,14631.47,2.06,14629.41
SA0587,OR0587,2024-01-30,885.15,44.77,840.38
SA0588,OR0588,2024-01-15,4980.05,149.37,4830.68
SA0589,OR0589,2024-01-13,6826.12,159.01,6667.11
SA0590,OR0590,2024-01-22,4540.25,188.58,4351.67
SA0591,OR0591,2024-01-27,21934.06,149.44,21784.620000000003
SA0592,OR0592,2024-01-27,17828.51,13.93,17814.579999999998
SA0593,OR0593,2024-01-29,1999.04,147.73,1851.31
SA0594,OR0594,2024-02-01,3258.2,187.88,3070.3199999999997
SA0595,OR0595,2024-01-30,8201.4,148.76,8052.639999999999
SA0596,OR0596,2024-02-03,14697.65,68.97,14628.68
SA0597,OR0597,2024-01-30,3921.42,188.47,3732.9500000000003
SA0598,OR0598,2024-01-19,18943.2,66.37,18876.83
SA0599,OR0599,2024-01-07,9165.4,40.73,9124.67
SA0600,OR0600,2024-01-22,9402.59,41.69,9360.9
SA0601,OR0601,2024-01-27,13794.62,141.62,13653.0
SA0602,OR0602,2024-01-30,3159.15,76.0,3083.15
SA0603,OR0603,2024-01-19,11929.17,155.12,11774.05
SA0604,OR0604,2024-02-03,8825.62,141.83,8683.79
SA0605,OR0605,2024-01-12,4163.14,127.61,4035.53
SA0606,OR0606,2024-02-03,24637.34,128.24,24509.1
SA0607,OR0607,2024-01-25,10556.06,106.23,10449.83
SA0608,OR0608,2024-01-23,4460.01,129.03,4330.9800000000005
SA0609,OR0609,2024-01-08,23479.67,143.09,23336.579999999998
SA0610,OR0610,2024-01-07,26241.76,161.12,26080.64
SA0611,OR0611,2024-01-16,7479.35,82.75,7396.6
SA0612,OR0612,2024-01-30,376.44,22.04,354.4
SA0613,OR0613,2024-01-17,28189.74,116.09,28073.65
SA0614,OR0614,2024-01-08,20591.34,127.66,20463.68
SA0615,OR0615,2024-01-13,7592.84,125.4,7467.4400000000005
SA0616,OR0616,2024-01-15,12421.93,154.44,12267.49
SA0617,OR0617,2024-01-26,24237.71,87.55,24150.16
SA0618,OR0618,2024-01-26,16666.74,64.87,16601.870000000003
SA0619,OR0619,2024-01-26,19697.75,48.77,19648.98
SA0620,OR0620,2024-01-12,15717.55,157.59,15559.96
SA0621,OR0621,2024-01-14,9358.32,164.32,9194.0
SA0622,OR0622,2024-01-08,19544.72,191.95,19352.77
SA0623,OR0623,2024-01-29,1567.0,163.66,1403.34
SA0624,OR0624,2024-01-17,16921.88,150.21,16771.670000000002
SA0625,OR0625,2024-01-21,26861.28,176.32,26684.96
SA0626,OR0626,2024-01-20,714.27,171.96,542.31
SA0627,OR0627,2024-02-02,8837.72,66.74,8770.98
SA0628,OR0628,2024-02-04,15841.74,35.68,15806.06
SA0629,OR0629,2024-01-03,24776.3,75.08,24701.219999999998
SA0630,OR0630,2024-01-24,4075.85,35.24,4040.61
SA0631,OR0631,2024-01-08,15177.41,151.86,15025.55
SA0632,OR0632,2024-01-05,12802.81,10.5,12792.31
SA0633,OR0633,2024-01-30,12635.24,39.67,12595.57
SA0634,OR0634,2024-01-08,10024.57,89.82,9934.75
SA0635,OR0635,2024-01-20,9727.85,101.97,9625.880000000001
SA0636,OR0636,2024-01-11,24369.34,77.43,24291.91
SA0637,OR0637,2024-01-24,12176.87,24.16,12152.710000000001
SA0638,OR0638,2024-01-30,15176.79,143.61,15033.18
SA0639,OR0639,2024-01-14,9000.75,71.57,8929.18
SA0640,OR0640,2024-01-28,5060.4,75.85,4984.549999999999
SA0641,OR0641,2024-01-05,1427.57,101.79,1325.78
SA0642,OR0642,2024-01-05,6834.61,6.12,6828.49
SA0643,OR0643,2024-01-24,7709.91,115.03,7594.88
SA0644,OR0644,2024-01-21,1374.72,45.03,1329.69
SA0645,OR0645,2024-02-01,18062.5,90.11,17972.39
SA0646,OR0646,2024-01-05,13676.62,41.5,13635.12
SA0647,OR0647,2024-01-27,13195.86,35.28,13160.58
SA0648,OR0648,2024-01-08,19894.9,87.59,19807.31
SA0649,OR0649,2024-01-06,6385.88,198.38,6187.5
SA0650,OR0650,2024-01-06,1766.45,97.13,1669.3200000000002
SA0651,OR0651,2024-01-21,29297.46,171.62,29125.84
SA0652,OR0652,2024-01-27,13179.11,160.72,13018.390000000001
SA0653,OR0653,2024-01-18,1799.65,80.13,1719.52
SA0654,OR0654,2024-01-05,14867.14,176.26,14690.88
SA0655,OR0655,2024-01-31,11449.87,58.95,11390.92
SA0656,OR0656,2024-01-25,14746.37,171.74,14574.630000000001
SA0657,OR0657,2024-01-04,8934.75,76.33,8858.42
SA0658,OR0658,2024-01-29,12189.97,163.81,12026.16
SA0659,OR0659,2024-02-02,3387.8,129.47,3258.3300000000004
SA0660,OR0660,2024-01-30,2269.79,18.17,2251.62
SA0661,OR0661,2024-01-09,15416.13,127.73,15288.4
SA0662,OR0662,2024-01-25,25919.73,113.01,25806.72
SA0663,OR0663,2024-01-18,7345.25,176.58,7168.67
SA0664,OR0664,2024-01-05,22332.23,42.63,22289.6
SA0665,OR0665,2024-01-13,13636.98,163.25,13473.73
SA0666,OR0666,2024-01-18,6258.54,37.52,6221.0199999999995
SA0667,OR0667,2024-01-16,18718.94,38.25,18680.69
SA0668,OR0668,2024-01-11,5104.06,27.98,5076.080000000001
SA0669,OR0669,2024-01-15,12653.59,52.94,12600.65
SA0670,OR0670,2024-02-01,1146.97,118.92,1028.05
SA0671,OR0671,2024-01-30,870.57,81.52,789.0500000000001
SA0672,OR0672,2024-01-26,13236.5,111.16,13125.34
SA0673,OR0673,2024-01-28,4108.42,118.63,3989.79
SA0674,OR0674,2024-01-19,14389.76,179.38,14210.380000000001
SA0675,OR0675,2024-01-13,17008.46,171.18,16837.28
SA0676,OR0676,2024-02-01,20471.18,97.35,20373.83
SA0677,OR0677,2024-01-18,6786.21,188.14,6598.07
SA0678,OR0678,2024-01-11,9678.25,29.2,9649.05
SA0679,OR0679,2024-01-08,4913.67,148.68,4764.99
SA0680,OR0680,2024-01-15,9129.28,14.9,9114.380000000001
SA0681,OR0681,2024-01-06,1569.02,100.69,1468.33
SA0682,OR0682,2024-01-11,20898.39,194.47,20703.92
SA0683,OR0683,2024-01-17,1898.93,123.76,1775.17
SA0684,OR0684,2024-01-18,720.04,0.02,720.02
SA0685,OR0685,2024-01-26,10119.36,190.1,9929.26
SA0686,OR0686,2024-02-02,1240.15,142.38,1097.77
SA0687,OR0687,2024-01-25,8083.23,39.55,8043.679999999999
SA0688,OR0688,2024-01-14,23785.06,45.56,23739.5
SA0689,OR0689,2024-01-07,8165.94,92.55,8073.389999999999
SA0690,OR0690,2024-01-08,6317.83,13.8,6304.03
SA0691,OR0691,2024-01-08,10166.76,142.68,10024.08
SA0692,OR0692,2024-01-23,12570.15,71.35,12498.8
SA0693,OR0693,2024-01-05,3723.61,176.8,3546.81
SA0694,OR0694,2024-01-05,7903.68,88.29,7815.39
SA0695,OR0695,2024-01-18,10152.93,116.39,10036.54
SA0696,OR0696,2024-01-26,19944.65,43.8,19900.850000000002
SA0697,OR0697,2024-01-28,10491.47,0.43,10491.039999999999
SA0698,OR0698,2024-01-10,11082.24,183.01,10899.23
SA0699,OR0699,2024-01-09,11522.27,150.98,11371.29
SA0700,OR0700,2024-01-11,1684.6,11.5,1673.1
SA0701,OR0701,2024-01-04,1779.32,103.54,1675.78
SA0702,OR0702,2024-01-04,8703.51,5.68,8697.83
SA0703,OR0703,2024-01-19,10973.71,173.87,10799.839999999998
SA0704,OR0704,2024-01-27,8541.56,77.93,8463.63
SA0705,OR0705,2024-01-20,12904.38,104.18,12800.199999999999
SA0706,OR0706,2024-01-23,19903.79,183.35,19720.440000000002
SA0707,OR0707,2024-01-05,22424.97,130.05,22294.920000000002
SA0708,OR0708,2024-01-17,517.02,49.75,467.27
SA0709,OR0709,2024-01-24,13722.33,100.68,13621.65
SA0710,OR0710,2024-02-01,31121.6,167.22,30954.379999999997
SA0711,OR0711,2024-01-26,13873.86,0.86,13873.0
SA0712,OR0712,2024-01-04,10416.3,56.02,10360.279999999999
SA0713,OR0713,2024-01-17,25657.16,160.56,25496.6
SA0714,OR0714,2024-01-02,7341.54,125.79,7215.75
SA0715,OR0715,2024-01-16,25980.18,197.92,25782.260000000002
SA0716,OR0716,2024-01-07,16433.16,76.53,16356.63
SA0717,OR0717,2024-01-21,17894.5,11.15,17883.35
SA0718,OR0718,2024-01-20,5077.48,59.15,5018.33
SA0719,OR0719,2024-01-29,7440.14,63.6,7376.54
SA0720,OR0720,2024-01-25,25375.66,166.32,25209.34
SA0721,OR0721,2024-01-21,6000.66,120.28,5880.38
SA0722,OR0722,2024-01-29,11257.69,30.06,11227.630000000001
SA0723,OR0723,2024-01-22,8099.74,94.79,8004.95
SA0724,OR0724,2024-01-07,18169.59,185.49,17984.1
SA0725,OR0725,2024-01-05,26240.08,17.28,26222.800000000003
SA0726,OR0726,2024-01-16,14235.44,150.19,14085.25
SA0727,OR0727,2024-01-24,14835.6,67.96,14767.640000000001
SA0728,OR0728,2024-01-10,28260.39,36.36,28224.03
SA0729,OR0729,2024-01-05,21251.63,99.5,21152.13
SA0730,OR0730,2024-02-01,15513.94,87.48,15426.460000000001
SA0731,OR0731,2024-02-03,9628.53,148.36,9480.17
SA0732,OR0732,2024-01-03,9063.97,114.84,8949.13
SA0733,OR0733,2024-02-01,22006.49,2.82,22003.670000000002
SA0734,OR0734,2024-01-07,5344.89,197.73,5147.160000000001
SA0735,OR0735,2024-01-26,13923.86,191.83,13732.03
SA0736,OR0736,2024-01-18,16367.59,28.15,16339.44
SA0737,OR0737,2024-02-03,15061.98,75.37,14986.609999999999
SA0738,OR0738,2024-01-09,3905.27,6.59,3898.68
SA0739,OR0739,2024-01-14,14933.26,104.33,14828.93
SA0740,OR0740,2024-01-30,3345.94,155.37,3190.57
SA0741,OR0741,2024-01-31,8716.73,147.68,8569.05
SA0742,OR0742,2024-01-17,21189.42,178.57,21010.85
SA0743,OR0743,2024-01-27,18967.92,13.64,18954.28
SA0744,OR0744,2024-01-03,16627.04,173.78,16453.260000000002
SA0745,OR0745,2024-01-12,21965.13,39.27,21925.86
SA0746,OR0746,2024-01-15,5531.89,19.01,5512.88
SA0747,OR0747,2024-01-17,3901.37,178.94,3722.43
SA0748,OR0748,2024-01-24,14433.59,122.2,14311.39
SA0749,OR0749,2024-01-12,19309.4,199.77,19109.63
SA0750,OR0750,2024-01-16,13626.29,43.13,13583.160000000002
SA0751,OR0751,2024-01-13,22699.91,80.39,22619.52
SA0752,OR0752,2024-01-25,10339.33,173.87,10165.46
SA0753,OR0753,2024-01-09,877.52,115.01,762.51
SA0754,OR0754,2024-01-27,1100.14,147.71,952.4300000000001
SA0755,OR0755,2024-01-09,30645.85,150.89,30494.96
SA0756,OR0756,2024-01-29,7685.65,39.46,7646.19
SA0757,OR0757,2024-01-28,31000.82,98.53,30902.29
SA0758,OR0758,2024-01-11,1065.83,24.85,1040.98
SA0759,OR0759,2024-01-18,4219.27,51.95,4167.320000000001
SA0760,OR0760,2024-01-22,26290.84,21.42,26269.420000000002
SA0761,OR0761,2024-01-31,15765.81,96.0,15669.81
SA0762,OR0762,2024-01-06,8407.48,107.62,8299.859999999999
SA0763,OR0763,2024-01-24,7419.89,45.34,7374.55
SA0764,OR0764,2024-01-23,31169.94,67.54,31102.399999999998
SA0765,OR0765,2024-02-04,10395.24,137.04,10258.199999999999
SA0766,OR0766,2024-01-22,13743.86,50.92,13692.94
SA0767,OR0767,2024-01-08,7958.29,33.47,7924.82
SA0768,OR0768,2024-01-10,8571.87,197.79,8374.08
SA0769,OR0769,2024-01-13,2253.28,188.28,2065.0
SA0770,OR0770,2024-01-28,3924.79,173.72,3751.07
SA0771,OR0771,2024-01-22,2461.51,70.2,2391.3100000000004
SA0772,OR0772,2024-01-25,20935.66,119.37,20816.29
SA0773,OR0773,2024-01-15,21376.74,21.3,21355.440000000002
SA0774,OR0774,2024-01-31,22111.41,93.79,22017.62
SA0775,OR0775,2024-01-14,25855.35,93.05,25762.3
SA0776,OR0776,2024-01-27,23656.43,176.38,23480.05
SA0777,OR0777,2024-01-21,809.5,196.31,613.19
SA0778,OR0778,2024-01-03,915.09,149.07,766.02
SA0779,OR0779,2024-01-16,1263.54,145.39,1118.15
SA0780,OR0780,2024-02-01,17192.99,118.5,17074.49
SA0781,OR0781,2024-01-21,17621.26,82.15,17539.109999999997
SA0782,OR0782,2024-01-12,7861.3,158.13,7703.17
SA0783,OR0783,2024-01-11,7162.0,91.67,7070.33
SA0784,OR0784,2024-01-10,1990.16,197.33,1792.8300000000002
SA0785,OR0785,2024-01-25,6475.51,72.55,6402.96
SA0786,OR0786,2024-01-05,8679.4,115.97,8563.43
SA0787,OR0787,2024-01-13,9536.03,169.13,9366.900000000001
SA0788,OR0788,2024-01-22,3171.75,151.74,3020.01
SA0789,OR0789,2024-01-08,23923.54,113.32,23810.22
SA0790,OR0790,2024-01-25,4660.48,105.74,4554.74
SA0791,OR0791,2024-01-04,7885.77,182.23,7703.540000000001
SA0792,OR0792,2024-01-07,1739.44,179.14,1560.3000000000002
SA0793,OR0793,2024-01-14,4594.21,59.59,4534.62
SA0794,OR0794,2024-02-01,9366.82,40.42,9326.4
SA0795,OR0795,2024-01-22,16795.98,161.89,16634.09
SA0796,OR0796,2024-01-24,9104.69,2.76,9101.93
SA0797,OR0797,2024-01-05,25703.41,103.69,25599.72
SA0798,OR0798,2024-01-28,23409.64,174.46,23235.18
SA0799,OR0799,2024-01-20,25584.3,33.15,25551.149999999998
SA0800,OR0800,2024-01-30,9534.64,83.35,9451.289999999999
SA0801,OR0801,2024-01-12,5512.5,177.85,5334.65
SA0802,OR0802,2024-01-24,31184.88,152.42,31032.460000000003
SA0803,OR0803,2024-01-16,2090.28,11.8,2078.48
SA0804,OR0804,2024-01-22,11870.11,20.88,11849.230000000001
SA0805,OR0805,2024-01-03,4219.23,176.76,4042.4699999999993
SA0806,OR0806,2024-02-02,13288.66,175.39,13113.27
SA0807,OR0807,2024-01-14,953.7,86.71,866.99
SA0808,OR0808,2024-01-30,11843.83,152.69,11691.14
SA0809,OR0809,2024-01-13,33676.22,14.53,33661.69
SA0810,OR0810,2024-01-26,13765.47,117.5,13647.97
SA0811,OR0811,2024-01-11,20517.49,128.0,20389.49
SA0812,OR0812,2024-01-25,26518.62,182.13,26336.489999999998
SA0813,OR0813,2024-01-11,12205.94,27.45,12178.49
SA0814,OR0814,2024-01-13,24136.02,58.3,24077.72
SA0815,OR0815,2024-01-20,20102.86,167.96,19934.9
SA0816,OR0816,2024-01-23,24230.09,78.76,24151.33
SA0817,OR0817,2024-01-20,17027.73,43.63,16984.1
SA0818,OR0818,2024-01-25,8712.44,146.48,8565.960000000001
SA0819,OR0819,2024-01-13,10567.02,169.75,10397.27
SA0820,OR0820,2024-01-14,7143.12,40.37,7102.75
SA0821,OR0821,2024-01-16,7672.76,44.93,7627.83
SA0822,OR0822,2024-01-15,16749.66,10.81,16738.85
SA0823,OR0823,2024-01-21,10328.05,9.51,10318.539999999999
SA0824,OR0824,2024-01-19,6061.68,155.75,5905.93
SA0825,OR0825,2024-01-15,5500.07,145.14,5354.929999999999
SA0826,OR0826,2024-02-01,19451.06,20.33,19430.73
SA0827,OR0827,2024-01-07,4756.28,189.51,4566.7699999999995
SA0828,OR0828,2024-01-13,8310.14,34.51,8275.63
SA0829,OR0829,2024-01-26,6088.21,8.99,6079.22
SA0830,OR0830,2024-01-23,9831.25,191.31,9639.94
SA0831,OR0831,2024-01-18,5740.68,95.38,5645.3
SA0832,OR0832,2024-01-14,11344.69,10.96,11333.730000000001
SA0833,OR0833,2024-01-11,12942.17,125.16,12817.01
SA0834,OR0834,2024-01-05,7495.11,49.13,7445.98
SA0835,OR0835,2024-01-07,27077.02,122.25,26954.77
SA0836,OR0836,2024-01-13,9748.36,72.85,9675.51
SA0837,OR0837,2024-01-20,9247.78,108.62,9139.16
SA0838,OR0838,2024-01-10,7274.47,17.59,7256.88
SA0839,OR0839,2024-01-18,5811.76,98.73,5713.030000000001
SA0840,OR0840,2024-01-13,21091.75,41.23,21050.52
SA0841,OR0841,2024-01-12,14579.29,123.01,14456.28
SA0842,OR0842,2024-01-27,7815.88,3.89,7811.99
SA0843,OR0843,2024-01-03,14441.96,69.29,14372.669999999998
SA0844,OR0844,2024-01-09,6630.53,51.62,6578.91
SA0845,OR0845,2024-01-07,15796.19,42.62,15753.57
SA0846,OR0846,2024-01-24,11246.58,44.92,11201.66
SA0847,OR0847,2024-02-03,15602.54,64.91,15537.630000000001
SA0848,OR0848,2024-01-30,5773.41,71.29,5702.12
SA0849,OR0849,2024-01-07,32720.87,190.96,32529.91
SA0850,OR0850,2024-02-01,8407.28,188.44,8218.84
SA0851,OR0851,2024-01-05,21235.63,23.02,21212.61
SA0852,OR0852,2024-01-15,12950.41,188.08,12762.33
SA0853,OR0853,2024-01-16,6321.84,108.06,6213.78
SA0854,OR0854,2024-01-25,4119.22,0.15,4119.070000000001
SA0855,OR0855,2024-01-19,4234.0,8.96,4225.04
SA0856,OR0856,2024-01-16,17610.66,23.5,17587.16
SA0857,OR0857,2024-01-22,16737.61,157.78,16579.83
SA0858,OR0858,2024-01-31,1915.15,33.34,1881.8100000000002
SA0859,OR0859,2024-01-07,21892.79,193.66,21699.13
SA0860,OR0860,2024-01-12,8808.97,112.62,8696.349999999999
SA0861,OR0861,2024-01-11,10407.69,101.42,10306.27
SA0862,OR0862,2024-01-16,1440.34,103.8,1336.54
SA0863,OR0863,2024-01-06,10144.81,167.21,9977.6
SA0864,OR0864,2024-01-07,18271.7,85.85,18185.850000000002
SA0865,OR0865,2024-01-27,13356.55,137.8,13218.75
SA0866,OR0866,2024-01-14,16738.74,173.54,16565.2
SA0867,OR0867,2024-01-07,17619.81,189.09,17430.72
SA0868,OR0868,2024-01-28,1100.91,197.37,903.5400000000001
SA0869,OR0869,2024-01-26,10564.72,113.6,10451.119999999999
SA0870,OR0870,2024-01-12,10567.47,124.98,10442.49
SA0871,OR0871,2024-01-17,15826.51,51.35,15775.16
SA0872,OR0872,2024-01-11,13930.33,60.56,13869.77
SA0873,OR0873,2024-01-29,23810.28,121.28,23689.0
SA0874,OR0874,2024-01-07,14242.14,83.76,14158.38
SA0875,OR0875,2024-01-30,29658.08,103.07,29555.010000000002
SA0876,OR0876,2024-01-11,16316.77,96.16,16220.61
SA0877,OR0877,2024-01-25,30929.29,51.3,30877.99
